SpID,TAXONOMIC_NAME,Family,Class,CURRENT_SPECIES_NAME,CURRENT_TAXONOMIC_NAME,MaxLength,Trophic Level,Trophic group,Water column,Diel Activity,Habitat
1425,Amblygobius phalaena,Gobiidae,Actinopterygii,Amblygobius phalaena,Amblygobius phalaena,15,2.7,Omnivore,benthic,Day,sand
#N/A,Amblygobius rainfordi,Gobiidae,Actinopterygii,Amblygobius rainfordi,Amblygobius rainfordi,8.5,2.7,Omnivore,benthic,Day,sand
3521,Amblygobius semicinctus,Gobiidae,Actinopterygii,Amblygobius semicinctus,Amblygobius semicinctus,11,2.7,Omnivore,benthic,Day,sand
3279,Amblygobius spp.,Gobiidae,Actinopterygii,Amblygobius spp.,Amblygobius spp.,,2.8,Omnivore,benthic,Day,sand
2078,Amblypneustes elevatus,Temnopleuridae,Echinoidea,Amblypneustes elevatus,Amblypneustes elevatus,,,Scraping herbivore,benthic,,
5734,Amblypneustes grandis,Temnopleuridae,Echinoidea,Amblypneustes grandis,Amblypneustes grandis,,,Scraping herbivore,benthic,,
653,Amblypneustes leucoglobus,Temnopleuridae,Echinoidea,Amblypneustes leucoglobus,Amblypneustes leucoglobus,5,,Scraping herbivore,benthic,,
205,Amblypneustes ovum,Temnopleuridae,Echinoidea,Amblypneustes ovum,Amblypneustes ovum,6,,Scraping herbivore,benthic,,
1144,Amblypneustes pallidus,Temnopleuridae,Echinoidea,Amblypneustes pallidus,Amblypneustes pallidus,2.5,,Scraping herbivore,benthic,,
1209,Amblypneustes spp.,Temnopleuridae,Echinoidea,Amblypneustes spp.,Amblypneustes spp.,,,Scraping herbivore,benthic,,
5751,Amblyrhynchotes honckenii,Tetraodontidae,Actinopterygii,Amblyrhynchotes honckenii,Amblyrhynchotes honckenii,30,3.3,Benthic invertivore,Demersal,Day,sand
4604,Ammodytes tobianus,Ammodytidae,Actinopterygii,Ammodytes tobianus,Ammodytes tobianus,20,3.1,Planktivore,benthic,Day,sand
2474,Ammotretis rostratus,Pleuronectidae,Actinopterygii,Ammotretis rostratus,Ammotretis rostratus,34,3.1,Benthic invertivore,benthic,Night,sand
1052,Amphichaetodon howensis,Chaetodontidae,Actinopterygii,Amphichaetodon howensis,Amphichaetodon howensis,20,2.8,Benthic invertivore,Demersal,Day,coral
6871,Amphichthys cryptocentrus,Batrachoididae,Actinopterygii,Amphichthys cryptocentrus,Amphichthys cryptocentrus,40,,Benthic invertivore,benthic,,
6366,Amphimetra spp.,Himerometridae,Crinoidea,Amphimetra spp.,Amphimetra spp.,,,Planktivore,benthic,,
2074,Amphimetra tesselata,Himerometridae,Crinoidea,Amphimetra tessellata,Amphimetra tessellata,60,,suspension feeders,benthic,,
2074,Amphimetra tessellata,Himerometridae,Crinoidea,Amphimetra tessellata,Amphimetra tessellata,60,,suspension feeders,benthic,,
4605,Amphiprion akallopisos,Pomacentridae,Actinopterygii,Amphiprion akallopisos,Amphiprion akallopisos,11,2.7,Omnivore,Demersal,Day,coral
1870,Amphiprion akindynos,Pomacentridae,Actinopterygii,Amphiprion akindynos,Amphiprion akindynos,9,2.7,Omnivore,Demersal,Day,coral
5572,Amphiprion allardi,Pomacentridae,Actinopterygii,Amphiprion allardi,Amphiprion allardi,15,2.7,Omnivore,Demersal,Day,coral
4606,Amphiprion bicinctus,Pomacentridae,Actinopterygii,Amphiprion bicinctus,Amphiprion bicinctus,14,2.7,Omnivore,Demersal,Day,coral
5301,Amphiprion chrysopterus,Pomacentridae,Actinopterygii,Amphiprion chrysopterus,Amphiprion chrysopterus,17,2.8,Omnivore,Demersal,Day,coral
1427,Amphiprion clarkii,Pomacentridae,Actinopterygii,Amphiprion clarkii,Amphiprion clarkii,15,2.9,Planktivore,Demersal,Day,coral
4607,Amphiprion ephippium,Pomacentridae,Actinopterygii,Amphiprion ephippium,Amphiprion ephippium,14,2.7,Omnivore,Demersal,Day,coral
3522,Amphiprion frenatus,Pomacentridae,Actinopterygii,Amphiprion frenatus,Amphiprion frenatus,14,2.8,Omnivore,Demersal,Day,coral
5334,Amphiprion fuscocaudatus,Pomacentridae,Actinopterygii,Amphiprion fuscocaudatus,Amphiprion fuscocaudatus,14,2.7,Browsing herbivore,Demersal,Day,coral
1979,Amphiprion latezonatus,Pomacentridae,Actinopterygii,Amphiprion latezonatus,Amphiprion latezonatus,14,2.7,Omnivore,Demersal,Day,coral
5606,Amphiprion leucokranos,Pomacentridae,Actinopterygii,Amphiprion leucokranos,Amphiprion leucokranos,9,2.7,Browsing herbivore,Demersal,Day,coral
2024,Amphiprion mccullochi,Pomacentridae,Actinopterygii,Amphiprion mccullochi,Amphiprion mccullochi,12,2.7,Omnivore,Demersal,Day,coral
3041,Amphiprion melanopus,Pomacentridae,Actinopterygii,Amphiprion melanopus,Amphiprion melanopus,12,2.8,Omnivore,Demersal,Day,coral
5393,Amphiprion nigripes,Pomacentridae,Actinopterygii,Amphiprion nigripes,Amphiprion nigripes,11,2.7,Browsing herbivore,Demersal,Day,coral
1429,Amphiprion ocellaris,Pomacentridae,Actinopterygii,Amphiprion ocellaris,Amphiprion ocellaris,11,3,Omnivore,Demersal,Day,coral
3042,Amphiprion percula,Pomacentridae,Actinopterygii,Amphiprion percula,Amphiprion percula,11,2.7,Omnivore,Demersal,Day,coral
2025,Amphiprion perideraion,Pomacentridae,Actinopterygii,Amphiprion perideraion,Amphiprion perideraion,10,2.6,Omnivore,Demersal,Day,coral
7106,Amphiprion polymnus,Pomacanthidae,Actinopterygii,Amphiprion polymnus,Amphiprion polymnus,13,2.7,Planktivore,Demersal,,
3043,Amphiprion rubrocinctus,Pomacentridae,Actinopterygii,Amphiprion rubrocinctus,Amphiprion rubrocinctus,12,2.6,Omnivore,Demersal,Day,coral
1430,Amphiprion sandaracinos,Pomacentridae,Actinopterygii,Amphiprion sandaracinos,Amphiprion sandaracinos,14,2.7,Omnivore,Demersal,Day,coral
3873,Amphiprion spp.,Pomacentridae,Actinopterygii,Amphiprion spp.,Amphiprion spp.,,,Omnivore,Demersal,Day,coral
6762,Amphiscolops spp.,Convolutidae,(blank),Amphiscolops spp.,Amphiscolops spp.,,,,benthic,,
656,Anampses caeruleopunctatus,Labridae,Actinopterygii,Anampses caeruleopunctatus,Anampses caeruleopunctatus,42,3.3,Benthic invertivore,Demersal,Day,coral
5338,Anampses cuvier,Labridae,Actinopterygii,Anampses cuvier,Anampses cuvier,31,3.4,Benthic invertivore,Demersal,Day,coral
1431,Anampses elegans,Labridae,Actinopterygii,Anampses elegans,Anampses elegans,30,3.5,Benthic invertivore,Demersal,Day,coral
1050,Anampses femininus,Labridae,Actinopterygii,Anampses femininus,Anampses femininus,24,3.5,Benthic invertivore,Demersal,Day,coral
1012,Anampses geographicus,Labridae,Actinopterygii,Anampses geographicus,Anampses geographicus,31,3.2,Benthic invertivore,Demersal,Day,coral
3092,Anampses lennardi,Labridae,Actinopterygii,Anampses lennardi,Anampses lennardi,28,3.5,Benthic invertivore,Demersal,Day,coral
5315,Anampses lineatus,Labridae,Actinopterygii,Anampses lineatus,Anampses lineatus,13,3.4,Benthic invertivore,Demersal,Day,coral
3765,Anampses melanurus,Labridae,Actinopterygii,Anampses melanurus,Anampses melanurus,12,3.4,Benthic invertivore,Demersal,Day,coral
1432,Anampses meleagrides,Labridae,Actinopterygii,Anampses meleagrides,Anampses meleagrides,22,3.5,Benthic invertivore,Demersal,Day,coral
1433,Anampses neoguinaicus,Labridae,Actinopterygii,Anampses neoguinaicus,Anampses neoguinaicus,20,3.5,Benthic invertivore,Demersal,Day,coral
3280,Anampses spp.,Labridae,Actinopterygii,Anampses spp.,Anampses spp.,,3.5,Benthic invertivore,Demersal,Day,coral
3755,Anampses twistii,Labridae,Actinopterygii,Anampses twistii,Anampses twistii,18,3.5,Benthic invertivore,Demersal,Day,coral
7221,Anarchias seychellensis,Muraenidae,Actinopterygii,Anarchias seychellensis,Anarchias seychellensis,29,,Higher carnivore,benthic,,
4608,Anarrhichthys ocellatus,Anarhichadidae,Actinopterygii,Anarrhichthys ocellatus,Anarrhichthys ocellatus,240,3.5,Benthic invertivore,benthic,Day,rock
4609,Anasterias antarctica,Asteriidae,Asteroidea,Anasterias antarctica,Anasterias antarctica,,,Benthic invertivore,benthic,,
2713,Anchitosia queenslandensis,Goniasteridae,Asteroidea,Anchitosia queenslandensis,Anchitosia queenslandensis,8,,Benthic invertivore,benthic,,
4610,Ancula gibbosa,Goniodorididae,Gastropoda,Ancula gibbosa,Ancula gibbosa,3.3,,Benthic invertivore,benthic,,
6990,Ancula spp.,Goniodorididae,Gastropoda,Ancula sp. [gibbosa],Ancula spp.,,,Benthic invertivore,benthic,,
2775,Ancylomenes magnificus,Palaemonidae,Malacostraca,Ancylomenes magnificus,Ancylomenes magnificus,2.5,,Benthic invertivore,benthic,,
7252,Ancylomenes venustus,Palaemonidae,Malacostraca,Ancylomenes venustus,Ancylomenes venustus,3,,Benthic invertivore,benthic,,
6596,Angaria delphinus,Angariidae,Gastropoda,Angaria delphinus,Angaria delphinus,,,Browsing herbivore,benthic,,
5383,Angaria neglecta,Angariidae,Gastropoda,Angaria neglecta,Angaria neglecta,,,Scraping herbivore,benthic,,
6836,Angaria spp.,Angariidae,Gastropoda,Angaria sp.,Angaria spp.,,,Browsing herbivore,benthic,,
1115,Angaria tyria,Angariidae,Gastropoda,Angaria tyria,Angaria tyria,7,,Scraping herbivore,benthic,,
4611,Aniculus elegans,Diogenidae,Malacostraca,Aniculus elegans,Aniculus elegans,4.5,,omnivore,benthic,,
6111,Aniculus erythraeus,Diogenidae,Malacostraca,Aniculus erythraeus,Aniculus erythraeus,,,omnivore,benthic,,
3523,Aniculus maximus,Diogenidae,Malacostraca,Aniculus maximus,Aniculus maximus,12,,Benthic invertivore,benthic,,
3666,Aniculus retipes,Diogenidae,Malacostraca,Aniculus retipes,Aniculus retipes,,,omnivore,benthic,,
#N/A,Aniculus spp.,Diogenidae,Malacostraca,Aniculus sp. [elegans],Aniculus spp.,,,omnivore,benthic,,
5086,Anisodoris spp.,Archidorididae,Gastropoda,Anisodoris spp.,Anisodoris spp.,,,Benthic invertivore,benthic,,
4612,Anisotremus caesius,Haemulidae,Actinopterygii,Anisotremus caesius,Anisotremus caesius,30,3.4,Benthic invertivore,Demersal,Night,coral
6501,Anisotremus davidsonii,Haemulidae,Actinopterygii,Anisotremus davidsonii,Anisotremus davidsonii,,,Higher carnivore,benthic,,
4613,Anisotremus interruptus,Haemulidae,Actinopterygii,Anisotremus interruptus,Anisotremus interruptus,51,3.5,Benthic invertivore,Demersal,Night,coral
4614,Anisotremus scapularis,Haemulidae,Actinopterygii,Anisotremus scapularis,Anisotremus scapularis,40,3.3,Benthic invertivore,Demersal,Night,coral
4615,Anisotremus surinamensis,Haemulidae,Actinopterygii,Anisotremus surinamensis,Anisotremus surinamensis,76,3.3,Benthic invertivore,Demersal,Night,coral
4616,Anisotremus taeniatus,Haemulidae,Actinopterygii,Anisotremus taeniatus,Anisotremus taeniatus,31,4.2,Benthic invertivore,Demersal,Night,coral
4617,Anisotremus virginicus,Haemulidae,Actinopterygii,Anisotremus virginicus,Anisotremus virginicus,40.6,3.4,Benthic invertivore,Demersal,Night,coral
969,Anoplocapros amygdaloides,Ostraciidae,Actinopterygii,Anoplocapros amygdaloides,Anoplocapros amygdaloides,39,3.3,Benthic invertivore,Demersal,Day,rock
908,Anoplocapros inermis,Ostraciidae,Actinopterygii,Anoplocapros inermis,Anoplocapros inermis,37,3.4,Benthic invertivore,Demersal,Day,rock
954,Anoplocapros lenticularis,Ostraciidae,Actinopterygii,Anoplocapros lenticularis,Anoplocapros lenticularis,33,3.3,Benthic invertivore,Demersal,Day,rock
969,Anoplocapros robustus,Ostraciidae,Actinopterygii,Anoplocapros amygdaloides,Anoplocapros amygdaloides,39,3.3,Benthic invertivore,Demersal,Day,rock
4618,Antedon bifida,Antedonidae,Crinoidea,Antedon bifida,Antedon bifida,10,,suspension feeders,benthic,,
1959,Antedon incommoda,Antedonidae,Crinoidea,Antedon incommoda,Antedon incommoda,10,,suspension feeders,benthic,,
1153,Antedon loveni,Antedonidae,Crinoidea,Antedon loveni,Antedon loveni,6,,suspension feeders,benthic,,
4619,Antedon mediterranea,Antedonidae,Crinoidea,Antedon mediterranea,Antedon mediterranea,20,,suspension feeders,benthic,,
1958,Antedon spp.,Antedonidae,Crinoidea,Antedon spp.,Antedon spp.,,,suspension feeders,benthic,,
5293,Antennatus nummifer,Antennariidae,Actinopterygii,Antennatus nummifer,Antennatus nummifer,13,,Higher carnivore,benthic,,
565,Anthaster valvulatus,Oreasteridae,Asteroidea,Anthaster valvulatus,Anthaster valvulatus,24,,Benthic invertivore,benthic,,
2719,Anthenea acanthodes,Oreasteridae,Asteroidea,Anthenea acanthodes,Anthenea acanthodes,14,,Benthic invertivore,benthic,,
1688,Anthenea australiae,Oreasteridae,Asteroidea,Anthenea australiae,Anthenea australiae,19,,Benthic invertivore,benthic,,
6602,Anthenea elegans,Oreasteridae,Asteroidea,Anthenea elegans,Anthenea elegans,,,Benthic invertivore,benthic,,
2720,Anthenea sidneyensis,Oreasteridae,Asteroidea,Anthenea sidneyensis,Anthenea sidneyensis,12,,Benthic invertivore,benthic,,
3281,Anthenea spp.,Oreasteridae,Asteroidea,Anthenea spp.,Anthenea spp.,,,Benthic invertivore,benthic,,
2721,Anthenea tuberculosa,Oreasteridae,Asteroidea,Anthenea tuberculosa,Anthenea tuberculosa,20,,Benthic invertivore,benthic,,
2895,Anyperodon leucogrammicus,Serranidae,Actinopterygii,Anyperodon leucogrammicus,Anyperodon leucogrammicus,65,3.9,Higher carnivore,Demersal,Day,coral
2974,Aphareus furca,Lutjanidae,Actinopterygii,Aphareus furca,Aphareus furca,70,4.1,Higher carnivore,Demersal,Day,coral
6329,Aphareus rutilans,Lutjanidae,Actinopterygii,Aphareus rutilans,Aphareus rutilans,70,4.1,Higher carnivore,Demersal,Day,rock
5471,Aphelasterias japonica,Asteriidae,Asteroidea,Aphelasterias japonica,Aphelasterias japonica,,,Benthic invertivore,benthic,,
3524,Aphelodoris gigas,Dorididae,Gastropoda,Aphelodoris gigas,Aphelodoris gigas,12,,Benthic invertivore,benthic,,
1006,Aphelodoris greeni,Dorididae,Gastropoda,Aphelodoris greeni,Aphelodoris greeni,6,,Benthic invertivore,benthic,,
4620,Aphelodoris luctuosa,Dorididae,Gastropoda,Aphelodoris luctuosa,Aphelodoris luctuosa,7.5,,Benthic invertivore,benthic,,
1407,Aphelodoris spp.,Dorididae,Gastropoda,Aphelodoris spp.,Aphelodoris spp.,,,Benthic invertivore,benthic,,
1154,Aphelodoris varia,Dorididae,Gastropoda,Aphelodoris varia,Aphelodoris varia,7.6,,Benthic invertivore,benthic,,
5240,Apletodon spp.,Gobiesocidae,Actinopterygii,Apletodon sp. [dentatus],Apletodon spp.,4,2.45,Benthic invertivore,benthic,Day,sand
900,Aploactisoma milesii,Aploactinidae,Actinopterygii,Aploactisoma milesii,Aploactisoma milesii,23,3.4,Benthic invertivore,benthic,Day,rock
48,Aplodactylus arctidens,Aplodactylidae,Actinopterygii,Aplodactylus arctidens,Aplodactylus arctidens,65,2,Browsing herbivore,Demersal,Day,rock
1435,Aplodactylus etheridgii,Aplodactylidae,Actinopterygii,Aplodactylus etheridgii,Aplodactylus etheridgii,45,2,Browsing herbivore,Demersal,Day,rock
1436,Aplodactylus lophodon,Aplodactylidae,Actinopterygii,Aplodactylus lophodon,Aplodactylus lophodon,45,2,Browsing herbivore,Demersal,Day,rock
955,Aplodactylus westralis,Aplodactylidae,Actinopterygii,Aplodactylus westralis,Aplodactylus westralis,63,2,Browsing herbivore,Demersal,Day,rock
4621,Aplysia californica,Aplysiidae,Gastropoda,Aplysia californica,Aplysia californica,75,,Scraping herbivore,benthic,,
1210,Aplysia dactylomela,Aplysiidae,Gastropoda,Aplysia dactylomela,Aplysia dactylomela,25,,Scraping herbivore,benthic,,
4622,Aplysia depilans,Aplysiidae,Gastropoda,Aplysia depilans,Aplysia depilans,30,,Scraping herbivore,benthic,,
3525,Aplysia extraordinaria,Aplysiidae,Gastropoda,Aplysia extraordinaria,Aplysia extraordinaria,20,,Scraping herbivore,benthic,,
6315,Aplysia fasciata,Aplysiidae,Gastropoda,Aplysia fasciata,Aplysia fasciata,,,Benthic invertivore,benthic,,
566,Aplysia gigantea,Aplysiidae,Gastropoda,Aplysia gigantea,Aplysia gigantea,60,,Scraping herbivore,benthic,,
2651,Aplysia juliana,Aplysiidae,Gastropoda,Aplysia juliana,Aplysia juliana,8,,Scraping herbivore,benthic,,
5523,Aplysia kurodai,Aplysiidae,Gastropoda,Aplysia kurodai,Aplysia kurodai,,,Scraping herbivore,benthic,,
1962,Aplysia parvula,Aplysiidae,Gastropoda,Aplysia parvula,Aplysia parvula,10,,Scraping herbivore,benthic,,
254,Aplysia spp.,Aplysiidae,Gastropoda,Aplysia spp.,Aplysia spp.,,,Scraping herbivore,benthic,,
2493,Aplysia sydneyensis,Aplysiidae,Gastropoda,Aplysia sydneyensis,Aplysia sydneyensis,15,,Scraping herbivore,benthic,,
4850,Apogon angustatus,Apogonidae,Actinopterygii,Ostorhinchus angustatus,Ostorhinchus angustatus,11,3.3,Benthic invertivore,Demersal,,
6019,Apogon apogonides,Apogonidae,Actinopterygii,Apogon apogonides,Apogon apogonides,10.15238095,3.490581286,Benthic invertivore,pelagic site attached,Night,Coral
4855,Apogon apogonoides,Apogonidae,Actinopterygii,Apogon apogonoides,Apogon apogonoides,10,3.5,Benthic invertivore,pelagic site attached,Night,coral
4623,Apogon atradorsatus,Apogonidae,Actinopterygii,Apogon atradorsatus,Apogon atradorsatus,8.9,3.5,Benthic invertivore,pelagic site attached,Night,coral
4624,Apogon atricaudus,Apogonidae,Actinopterygii,Apogon atricaudus,Apogon atricaudus,8,3.5,Benthic invertivore,pelagic site attached,Night,coral
5879,Apogon aureus,Apogonidae,Actinopterygii,Ostorhinchus aureus,Ostorhinchus aureus,14.5,2.91369863,Benthic invertivore,pelagic site attached,Night,coral
4991,Apogon binotatus,Apogonidae,Actinopterygii,Apogon binotatus,Apogon binotatus,13,3.4,Benthic invertivore,pelagic site attached,Night,coral
2941,Apogon capricornis,Apogonidae,Actinopterygii,Apogon capricornis,Apogon capricornis,5.8,3.4,Benthic invertivore,pelagic site attached,Night,coral
5417,Apogon cathetogramma,Apogonidae,Actinopterygii,Apogon cathetogramma,Apogon cathetogramma,12,3.6,Benthic invertivore,pelagic site attached,Night,rock
6894,Apogon cavitensis,Apogonidae,Actinopterygii,Ostorhinchus cavitensis,Ostorhinchus cavitensis,6.5,3.4,Benthic invertivore,Demersal,,
6022,Apogon chrysotaenia,Apogonidae,Actinopterygii,Apogon chrysotaenia,Apogon chrysotaenia,12,3.6,Benthic invertivore,pelagic site attached,Night,coral
6896,Apogon compressus,Apogonidae,Actinopterygii,Ostorhinchus compressus,Ostorhinchus compressus,12,3.5,Benthic invertivore,Demersal,,
6895,Apogon cookii,Apogonidae,Actinopterygii,Ostorhinchus cookii,Ostorhinchus cookii,10,3.5,Benthic invertivore,pelagic site attached,Night,Coral
6897,Apogon cyanosoma,Apogonidae,Actinopterygii,Ostorhinchus cyanosoma,Ostorhinchus cyanosoma,8,3.4,Benthic invertivore,pelagic site attached,Night,Coral
#N/A,Apogon dispar,Apogonidae,Actinopterygii,Apogon dispar,Apogon dispar,5,3.4,Benthic invertivore,pelagic site attached,Night,coral
1438,Apogon doederleini,Apogonidae,Actinopterygii,Apogon doederleini,Apogon doederleini,14,3.6,Benthic invertivore,pelagic site attached,Night,coral
6575,Apogon doryssa,Apogonidae,Actinopterygii,Apogon doryssa,Apogon doryssa,8,,Planktivore,benthic,,
4626,Apogon dovii,Apogonidae,Actinopterygii,Apogon dovii,Apogon dovii,7.5,3.4,Benthic invertivore,pelagic site attached,Night,coral
6898,Apogon exostigma,Apogonidae,Actinopterygii,Pristiapogon exostigma,Pristiapogon exostigma,12,3.7,Benthic invertivore,pelagic site attached,Night,Coral
2945,Apogon fasciatus,Apogonidae,Actinopterygii,Apogon fasciatus,Apogon fasciatus,10.3,3.6,Benthic invertivore,pelagic site attached,Night,rock
1709,Apogon flavus,Apogonidae,Actinopterygii,Apogon flavus,Apogon flavus,9.6,3.6,Benthic invertivore,pelagic site attached,Night,coral
5863,Apogon fraenatus,Apogonidae,Actinopterygii,Pristiapogon fraenatus,Pristiapogon fraenatus,10,3.5,Benthic invertivore,pelagic site attached,Night,Coral
5024,Apogon imberbis,Apogonidae,Actinopterygii,Apogon imberbis,Apogon imberbis,15,3.9,Planktivore,pelagic site attached,Night,rock
#N/A,Apogon kallopterus,Apogonidae,Actinopterygii,Apogon kallopterus,Apogon kallopterus,15,3.5,Benthic invertivore,pelagic site attached,Night,coral
4989,Apogon lachneri,Apogonidae,Actinopterygii,Apogon lachneri,Apogon lachneri,6.5,3.4,Benthic invertivore,pelagic site attached,Night,coral
156,Apogon limenus,Apogonidae,Actinopterygii,Apogon limenus,Apogon limenus,14,3.6,Benthic invertivore,pelagic site attached,Night,rock
4627,Apogon maculatus,Apogonidae,Actinopterygii,Apogon maculatus,Apogon maculatus,11.1,3.5,Benthic invertivore,pelagic site attached,Night,coral
6223,Apogon multilineatus,Apogonidae,Actinopterygii,Apogon multilineatus,Apogon multilineatus,10,3.5,Benthic invertivore,pelagic site attached,Night,coral
6900,Apogon neotes,Apogonidae,Actinopterygii,Ostorhinchus neotes,Ostorhinchus neotes,2.7,3.2,Benthic invertivore,Demersal,,
5880,Apogon nigrofasciatus,Apogonidae,Actinopterygii,Ostorhinchus nigrofasciatus,Ostorhinchus nigrofasciatus,10,3.533550772,Benthic invertivore,pelagic site attached,Night,coral
1710,Apogon norfolcensis,Apogonidae,Actinopterygii,Apogon norfolcensis,Apogon norfolcensis,15,3.5,Benthic invertivore,pelagic site attached,Night,coral
4628,Apogon notatus,Apogonidae,Actinopterygii,Apogon notatus,Apogon notatus,10,3.5,Benthic invertivore,pelagic site attached,Night,rock
4629,Apogon pacificus,Apogonidae,Actinopterygii,Apogon pacificus,Apogon pacificus,10,3.4,Benthic invertivore,pelagic site attached,Night,coral
6921,Apogon pallidofasciatus,Apogonidae,Actinopterygii,Ostorhinchus pallidofasciatus,Ostorhinchus pallidofasciatus,7,3.5,Benthic invertivore,pelagic site attached,Night,Coral
